Τίτλος,Όμοιοι Τίτλοι
Αμοιβαία μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από περιοχή σε περιοχή μετάθεσης,"Αμοιβαία μετάθεση μόνιμου εκπαιδευτικού Δ.Ε. από σχολείο σε σχολείο της ίδιας περιοχής μετάθεσης
Αποδέσμευση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από τα εκπαιδευτικά του καθήκοντα για μετάταξη ή απόσπαση
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από ΠΥΣΔΕ σε ΠΥΣΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης εκπαίδευσης σε μουσικά σχολεία
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Ερευνητικά Κέντρα
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε καλλιτεχνικά σχολεία
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία του ίδιου ΠΥΣΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Διάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης για συμπλήρωση ωραρίου σε σχολικές μονάδες του ΠΥΣΔΕ
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από σχολείο σε σχολείο της ίδιας περιοχής μετάθεσης
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Κ.Ε.Σ.Υ. και σε περιοχές μετάθεσης για την Ε.Α.Ε
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Πειραματικά Σχολεία Διαπολιτισμικής Εκπαίδευσης
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε καλλιτεχνικά σχολεία
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε μουσικά σχολεία
Μετάταξη μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης στη Σιβιτανίδειο Δ.Σ.Τ.Ε
Μεταθέση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από περιοχή σε περιοχή μετάθεσης
Ρυθμίση υπεραριθμίας μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης"
Ανάθεση διοικητικού έργου σε μόνιμο εκπαιδευτικό Δευτεροβάθμιας Εκπαίδευσης για συμπλήρωση υποχρεωτικού διδακτικού ωραρίου,"Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Ερευνητικά Κέντρα
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε μουσικά σχολεία
Ρυθμίση υπεραριθμίας μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης"
Ανάκληση αίτησης παύσης επαγγέλματος μηχανικού,Παύση άσκησης επαγγέλματος μηχανικού
"Ανάκληση απόφασης εγκατάστασης γραφείου ή υποκαταστήματος ναυτιλιακών επιχειρήσεων - ν. 27/75, αρ. 25","Αλλαγή εκπροσώπου γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25
Διαπίστωση παύσης ισχύος άδειας εγκατάστασης γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25
Ενημέρωση έναρξης λειτουργίας δραστηριότητας γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25
Τροποποίηση όρων εγκατάστασης γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25"
Ανάκληση της πάγιας άδειας αγοράς ναρκωτικών ουσιών,Άδεια πάγιας αγοράς ναρκωτικών ουσιών
Ανάλυση αμοιβών ανταποκριτή ΕΛΓΑ,Βεβαίωση αποδοχών ανταποκριτή ΕΛΓΑ
Ανάπτυξη και εφαρμογή αποτελεσματικής πολιτικής επαγγελματοποίησης στον τομέα των δημοσίων σσυμβάσεων,Παρακολούθηση συστήματος δημοσίων συμβάσεων
Ανάρτηση κτηματολογικών στοιχείων,"Απόσπασμα κυρωμένων κτηματολογικών στοιχείων
Διόρθωση κτηματολογικών στοιχείων, παραχωρητηρίων και αποφάσεων Επιτροπών Απαλλοτριώσεων (άρθ. 12 ν. 4061/2012)
Διόρθωση κτηματολογικών στοιχείων / παραχωρητηρίου / απόφασης επιτροπής απαλλοτριώσεων αγροτικού ακίνητου
Προανάρτηση κτηματολογικών στοιχείων"
Αναβολή κατάταξης στράτευσης για υποψήφιους σπουδαστές ανώτερων / ανώτατων σχολών,Αναβολή κατάταξης στράτευσης λόγω σπουδών σε ανώτερη / ανώτατη σχολή για κύριες / μεταπτυχιακές σπουδές
Αναβολή κατάταξης στράτευσης λόγω σπουδών σε ανώτερη / ανώτατη σχολή για κύριες / μεταπτυχιακές σπουδές,"Αναβολή κατάταξης στράτευσης για υποψήφιους σπουδαστές ανώτερων / ανώτατων σχολών
Αναβολή κατάταξης στράτευσης λόγω σπουδών σε σχολή δευτεροβάθμιας εκπαίδευσης
Διακοπή αναβολής στράτευσης λόγω σπουδών σε ανώτερη / ανώτατη σχολή για κύριες / μεταπτυχιακές / διδακτορικές σπουδές"
Αναβολή κατάταξης στράτευσης λόγω σπουδών σε λύκειο / σχολείο δεύτερης ευκαιρίας / γυμνάσιο ειδικής αγωγής και εκπαίδευσης,Αναβολή κατάταξης στράτευσης λόγω σπουδών σε σχολή δευτεροβάθμιας εκπαίδευσης
Αναβολή κατάταξης στράτευσης λόγω σπουδών σε σχολή δευτεροβάθμιας εκπαίδευσης,"Αναβολή κατάταξης στράτευσης λόγω σπουδών σε ανώτερη / ανώτατη σχολή για κύριες / μεταπτυχιακές σπουδές
Αναβολή κατάταξης στράτευσης λόγω σπουδών σε λύκειο / σχολείο δεύτερης ευκαιρίας / γυμνάσιο ειδικής αγωγής και εκπαίδευσης"
Αναγγελία Άσκησης Επαγγέλματος Αισθητικού,"Αναγγελία Άσκησης Επαγγέλματος Ακτινολογίας Ακτινοθεραπείας
Αναγγελία Άσκησης Επαγγέλματος Αργυραμοιβών, Παλαιοπωλών, Ενεχυροδανειστών και Ασχολούμενων με την Αγοραπωλησία(Νομικό Πρόσωπο)
Αναγγελία Άσκησης Επαγγέλματος Αργυραμοιβών, Παλαιοπωλών, Ενεχυροδανειστών και Ασχολούμενων με την Αγοραπωλησία(Φυσικό Πρόσωπο)
Αναγγελία Άσκησης Επαγγέλματος Βοηθού Οδοντιατρείου
Αναγγελία Άσκησης Επαγγέλματος Βοηθού Οδοντοτεχνίτη
Αναγγελία Άσκησης Επαγγέλματος Δημόσιας Υγιεινής
Αναγγελία Άσκησης Επαγγέλματος Διαιτολόγου - Διατροφολόγου
Αναγγελία Άσκησης Επαγγέλματος Εργοθεραπευτή
Αναγγελία Άσκησης Επαγγέλματος Κλειθροποιών (Νομικό Πρόσωπο)
Αναγγελία Άσκησης Επαγγέλματος Κλειθροποιών (Φυσικό Πρόσωπο)
Αναγγελία Άσκησης Επαγγέλματος Κοινωνικού Λειτουργού
Αναγγελία Άσκησης Επαγγέλματος Κομμωτή-Κουρέα
Αναγγελία Άσκησης Επαγγέλματος Λογοθεραπευτή
Αναγγελία Άσκησης Επαγγέλματος Ναυτικού Πράκτορα (Φυσικό/Νομικό Πρόσωπο)
Αναγγελία Άσκησης Επαγγέλματος Οδοντοτεχνίτη
Αναγγελία Άσκησης Επαγγέλματος Οπτικού
Αναγγελία Άσκησης Επαγγέλματος Οπτικού - Οπτομέτρη
Αναγγελία Άσκησης Επαγγέλματος Προπονητή Αθλητών για Αποφοίτους Πανεπιστημίων Εξωτερικού / Διασυνοριακή Αναγγελία Άσκησης Επαγγέλματος
Αναγγελία Άσκησης Επαγγέλματος Προπονητή Αθλητών για Αποφοίτους Σχολών Προπονητών Εξωτερικού ή άλλων Αναγνωρισμένων Σχολών της Ημεδαπής
Αναγγελία Άσκησης Επαγγέλματος Προπονητή Αθλητών για Αποφοίτους Τεφαα και Σχολών Προπονητών ΓΓΑ
Αναγγελία Άσκησης Επαγγέλματος Τεχνίτη Περιποίησης Χεριών-Ποδιών
Αναγγελία Άσκησης Επαγγέλματος Τεχνίτη Περιποίησης Χεριών-Ποδιών (Manicure-Pedicure)
Αναγγελία Άσκησης Επαγγέλματος Τεχνολόγου Ιατρικών Εργαστηρίων
Αναγγελία Άσκησης Επαγγέλματος Φυσικοθεραπευτή
Αναγγελία Άσκησης Επαγγέλματος Ψυχολόγου
Αναγγελία Άσκησης του Επαγγέλματος του Ξεναγού
Αναγγελία Έναρξης Άσκησης Επαγγέλματος Βοηθού Ραδιοτεχνίτη
Αναγγελία Έναρξης Άσκησης Επαγγέλματος Ραδιοηλεκτρολόγου Α'
Αναγγελία Έναρξης Άσκησης Επαγγέλματος Ραδιοηλεκτρολόγου Β'
Αναγγελία Έναρξης Άσκησης Επαγγέλματος Ραδιοτεχνίτη
Αναγγελία Έναρξης Άσκησης Επαγγέλματος Χημικού Ναυτιλίας
Αναγγελία Έναρξης Άσκησης Επαγγελματικών Δραστηριοτήτων του Ν.3982/2011 (143 Α') από Διπλωματούχους ή Πτυχιούχους
Αναγγελία Έναρξης Ασκήσεως Επαγγέλματος σε Φροντιστήρια, Κέντρα Ξένων Γλωσσών και Κατ’οίκον Διδασκαλίας
Αναγγελία έναρξης άσκησης επαγγέλματος βοηθού φαρμακείου
Αναγγελία έναρξης άσκησης επαγγέλματος ραδιοηλεκτρολόγου Α’ μετά από εξετάσεις
Αναγγελία έναρξης άσκησης επαγγέλματος ραδιοηλεκτρολόγου Α’ χωρίς εξετάσεις
Αναγγελία έναρξης άσκησης επαγγέλματος ραδιοηλεκτρολόγου Β’ χωρίς εξετάσεις
Αναγγελία έναρξης άσκησης επαγγέλματος ραδιοτεχνίτη με εξετάσεις / άδεια βοηθού ραδιοτεχνίτη χωρίς εξετάσεις
Εγγραφή Μέλους στο Μητρώο Λογιστών του Ο.Ε.Ε. - Αναγγελία Έναρξης Άσκησης του Επαγγέλματος του Λογιστή Φοροτεχνικού Β’ Τάξης
Παύση άσκησης επαγγέλματος μηχανικού"
